Timestamp dT0 sum(dT0) dT1 sum(dT1) dT2 sum(dT2) L0 L1N L1S L2 30S(Tg) 15S(Tg) 15N(Tg) 30N(Tg)
2035 0.13 0.13 0.01 0.01 -0.03 -0.03 0.0140 0 0 0 0. 0.5205 0.5205 0.
2036 0.210578486337 0.340578486337 0.114092241206 0.124092241206 -0.0017572896771 -0.0317572896771 0.02283723452 0.00338533485314 0 0 0. 0.58355699 0.73589706 0.0677067
2037 0.0794183825226 0.41999686886 -0.0387842433622 0.0853079978438 -0.0296293673229 -0.061386657 0.0279457196401 0.000670151556965 0 0 0. 0.81826704 0.84842386 0.01340303
2038 -0.0433827489729 0.376614119887 0.000665838607735 0.0859738364515 0.0287954327755 -0.0325912242245 0.0314188804526 0.00281671638339 0 0 0. 0.85806492 0.98481716 0.05633433
2039 -0.196153939877 0.18046018001 -0.131884277817 -0.045910441365 -0.00843275042304 -0.0410239746475 0.0310002433555 0 0.0106184512257 0 0.21236902 1.08928407 0.61145376 0.
2040 0.0609530786635 0.241413258674 -0.0565635185549 -0.10247395992 -0.00206772264528 -0.0430916972928 0.0402333039733 0 0.0147421741158 0 0.29484348 1.42813173 0.7647339 0.
2041 0.0438975170953 0.285310775769 -0.0379950216253 -0.140468981545 0.0367604284879 -0.00633126880494 0.0441945117594 0 0.0164505953185 0.00346938606165 0.46778735 1.4685127 0.72823591 0.13877544
2042 -0.0112355016633 0.274075274106 -0.0357758209194 -0.176244802464 0.0600681728455 -0.00633126880494 0.0464499678357 0 0.0183701368586 0.028079830977 1.49059598 0.82665616 0. 1.12319324
2043 0.195811641638 0.469886915744 -0.0447977602406 -0.221042562705 -0.0362269643202 -0.0425582331251 0.0572922836001 0 0.0261089181178 0 0.52217836 2.11040228 0.93550096 0.
2044 0.165954372723 0.635841288467 -0.0389894449011 -0.260032007606 -0.0492775758971 -0.0918358090222 0.0632528605998 0 0.0298527456737 0 0.59705491 2.345377 1.00200345 0.
2045 -0.104945882569 0.530895405898 -0.0822813804396 -0.342313388046 -0.0366299281017 -0.128465737124 0.0598448762769 0 0.0358694242054 0 0.71738848 2.33338765 0.71926356 0.
2046 -0.0272217613611 0.503673644537 -0.102859531688 -0.445172919734 -0.045635303786 -0.17410104091 0.0642390694621 0 0.0456263783232 0 0.91252757 2.61156776 0.55838073 0.
2047 0.100035089182 0.603708733719 -0.00954266984722 -0.454715589581 0.0319947485744 -0.142106292336 0.0718685119591 0 0.0413979029145 0 0.82795806 2.7770239 0.91411827 0.
2048 -0.0160391458588 0.58766958786 -0.023197768319 -0.4779133579 0.0348438988691 -0.107262393467 0.0729208370886 0 0.0429640863486 0 0.85928173 2.83208641 0.89870252 0.
2049 0.0407564546019 0.628426042462 -0.0716207198952 -0.549534077795 -0.014655767369 -0.121918160836 0.0781760396963 0 0.0528959761142 0 1.05791952 3.13872083 0.75840191 0.
2050 0.0981192183921 0.726545260854 -0.0688970373366 -0.618431115132 -0.0315611906856 -0.153479351522 0.0844913599702 0 0.059301489866 0 1.1860298 3.42426315 0.7556961 0.
2051 0.11016863672 0.836713897574 -0.0822049773168 -0.700636092449 -0.103471380807 -0.256950732329 0.0901979503776 0 0.0676119077421 0  1.35223815  3.72011713  0.67758128  0.


